Species,Shape,Height,Diameter1,Diameter2
Pinus radiata,2,27.5,0.461,0.437
Pinus radiata,2,32.5,0.58,0.573
Pinus radiata,2,29,0.493,0.482
Pinus radiata,2,29.5,0.427,0.439
Pinus radiata,2,28,0.49,0.484
Pinus radiata,2,31.5,0.471,0.483
Pinus radiata,2,23.5,0.451,0.454
Pinus radiata,2,38,0.551,0.512
Pinus radiata,2,34,0.591,0.583
Pinus radiata,2,32.5,0.621,0.574
Pinus radiata,2,30,0.494,0.504
Pinus radiata,2,28.5,0.503,0.495
Pinus radiata,2,25.5,0.475,0.486
Pinus radiata,2,28,0.532,0.557
Pinus radiata,2,27.5,0.447,0.448
Pinus radiata,2,11,0.455,0.471
Pinus radiata,2,32,0.591,0.592
Pinus radiata,2,18.5,0.516,0.584
Pinus radiata,2,30,0.509,0.52
Pinus radiata,2,30,0.536,0.515
Pinus radiata,2,31.5,0.632,0.643
Pinus radiata,2,9.5,0.216,0.215
Pinus radiata,2,11,0.205,0.205
Pinus radiata,2,9,0.133,0.137
Pinus radiata,2,10.5,0.191,0.188
Pinus radiata,2,11.5,0.23,0.226
Pinus radiata,2,8.5,0.14,0.166
Pinus radiata,2,12,0.224,0.215
Pinus radiata,2,14,0.177,0.182
Pinus radiata,2,14,0.144,0.147
Pinus radiata,3,10,0.138,0.136
Pinus radiata,2,12,0.162,0.16
Pinus radiata,2,13,0.219,0.228
Pinus radiata,2,11.5,0.195,0.2
Quercus faginea,4,12,0.355,0.35
Quercus faginea,4,10.5,0.241,0.243
Quercus faginea,4,15,0.449,0.636
Quercus faginea,2,12.5,0.298,0.286
Quercus faginea,2,15.5,0.245,0.272
Quercus faginea,4,11.5,0.301,0.284
Quercus faginea,4,9.5,0.269,0.237
Pinus sylvestris,2,14,0.363,0.374
Quercus faginea,2,12.5,0.296,0.327
Quercus faginea,5,12.5,0.253,0.278
Quercus faginea,4,11,0.319,0.347
Pinus sylvestris,2,8.5,0.183,0.174
Quercus faginea,5,10.5,0.183,0.172
Pinus sylvestris,2,10,0.246,0.258
Quercus faginea,5,8,0.124,0.119
Quercus faginea,5,7,0.107,0.104
Quercus faginea,5,2.5,0.088,0.1
Pinus sylvestris,2,13,0.248,0.254
Quercus faginea,5,6,0.173,0.152
Quercus faginea,5,4,0.118,0.122
Pinus sylvestris,2,9.5,0.235,0.211
Quercus faginea,5,2.5,0.089,0.071
Quercus faginea,5,5.5,0.101,0.102
Quercus faginea,3,6.5,0.097,0.098
Pinus sylvestris,2,12.5,0.225,0.238
Quercus faginea,2,11,0.154,0.17
Quercus faginea,5,9,0.128,0.132
Pinus sylvestris,5,4,0.201,0.175
Crataegus spp.,5,3.5,0.079,0.078
Quercus faginea,5,12.5,0.186,0.178
Pinus sylvestris,2,11,0.24,0.256
Quercus faginea,5,8,0.144,0.143
Quercus faginea,5,10,0.142,0.13
Quercus faginea,5,6.5,0.098,0.09
Quercus faginea,5,8.5,0.115,0.107
Quercus faginea,5,10,0.123,0.111
Pinus sylvestris,2,8.5,0.158,0.159
Pinus sylvestris,2,10,0.233,0.236
Juniperus communis,5,2.5,0.08,0.077
Pinus sylvestris,2,7,0.146,0.158
Pinus sylvestris,2,11.5,0.262,0.271
Pinus sylvestris,2,7,0.243,0.239
Pinus sylvestris,2,6,0.16,0.158
Pinus sylvestris,2,9.5,0.24,0.232
Quercus faginea,5,3,0.085,0.083
Pinus sylvestris,2,12,0.325,0.311
Pinus sylvestris,2,9,0.213,0.21
Pinus sylvestris,2,6.5,0.134,0.137
Quercus faginea,5,4,0.19,0.191
Pinus sylvestris,2,10,0.28,0.279
Pinus sylvestris,2,8.5,0.253,0.266
Pinus sylvestris,2,11,0.281,0.265
Pinus sylvestris,2,9.5,0.254,0.243
Pinus sylvestris,2,9,0.184,0.175
Pinus sylvestris,2,7.5,0.2,0.191
Pinus sylvestris,2,12.5,0.24,0.234
Pinus sylvestris,2,8,0.143,0.145
Pinus sylvestris,2,7,0.133,0.13
Pinus sylvestris,2,9.5,0.175,0.178
Pinus sylvestris,2,10.5,0.18,0.19
Pinus sylvestris,2,11,0.235,0.234
Pinus sylvestris,2,12.5,0.27,0.275
Pinus sylvestris,2,11.5,0.328,0.307
Quercus faginea,5,3.5,0.08,0.076
Pinus sylvestris,2,7.5,0.168,0.166
Pinus sylvestris,2,6,0.175,0.174
Pinus sylvestris,2,8.5,0.175,0.167
Pinus sylvestris,2,8,0.172,0.153
Pinus sylvestris,2,11.5,0.241,0.243
Pinus sylvestris,2,13,0.282,0.25
Pinus sylvestris,2,8.5,0.176,0.172
Pinus sylvestris,3,5,0.144,0.143
Pinus sylvestris,2,6.5,0.211,0.21
Pinus sylvestris,3,5.5,0.084,0.086
Quercus faginea,5,9.5,0.138,0.16
Quercus faginea,5,10,0.182,0.184
Quercus faginea,5,8.5,0.114,0.117
Quercus faginea,5,6.5,0.08,0.086
Quercus faginea,5,10.5,0.086,0.187
Quercus faginea,5,10,0.11,0.126
Quercus faginea,5,11,0.128,0.135
Quercus faginea,5,8.5,0.102,0.13
Quercus faginea,2,11,0.153,0.172
Ilex aquifolium,5,4,0.114,0.098
Quercus faginea,2,10.5,0.18,0.185
Prunus spp.,2,10,0.132,0.137
Quercus faginea,5,11.5,0.166,0.184
Quercus faginea,2,10.5,0.31,0.314
Quercus faginea,4,12,0.344,0.4
Quercus faginea,5,5.5,0.093,0.09
Quercus faginea,2,11,0.186,0.2
Quercus faginea,2,11.5,0.236,0.234
Quercus faginea,5,11,0.136,0.145
Pinus sylvestris,2,10.5,0.396,0.374
Quercus faginea,5,5.5,0.16,0.155
Quercus faginea,5,6,0.165,0.165
Quercus faginea,5,5.5,0.16,0.139
Quercus faginea,5,5.5,0.134,0.139
Pinus radiata,2,22.5,0.478,0.493
Pinus radiata,2,23,0.506,0.532
Pinus radiata,2,23.5,0.413,0.444
Pinus radiata,2,23.5,0.387,0.417
Pinus radiata,2,22.5,0.43,0.447
Pinus radiata,2,18.5,0.334,0.365
Pinus radiata,2,21.5,0.37,0.394
Pinus radiata,2,19.5,0.348,0.366
Pinus radiata,2,23,0.35,0.38
Pinus radiata,2,25,0.471,0.49
Pinus radiata,2,22,0.335,0.314
Pinus radiata,2,21.5,0.475,0.483
Pinus radiata,2,27.5,0.557,0.502
Pinus radiata,2,31.5,0.636,0.636
Pinus radiata,2,26.5,0.372,0.419
Pinus radiata,2,31,0.547,0.551
Pinus radiata,2,29.5,0.535,0.581
Pinus radiata,2,30.5,0.44,0.438
Pinus radiata,2,30.5,0.555,0.567
Pinus radiata,2,26,0.37,0.381
Pinus radiata,2,32.5,0.427,0.455
Pinus radiata,2,23.5,0.456,0.485
Pinus radiata,2,31.5,0.493,0.514
Pinus radiata,2,29,0.451,0.457
Pinus radiata,2,26,0.482,0.544
Pinus radiata,2,26.5,0.505,0.541
Pinus radiata,2,28.5,0.481,0.501
Pinus radiata,2,30.5,0.507,0.519
Pinus radiata,2,26,0.432,0.411
Pinus radiata,2,22,0.494,0.453
Pinus radiata,2,27.5,0.447,0.442
Pinus radiata,2,27,0.413,0.44
Pinus radiata,2,22,0.462,0.466
Pinus radiata,3,5.5,0.086,0.084
Pinus radiata,3,5.5,0.11,0.12
Pinus radiata,3,7,0.107,0.11
Pinus radiata,3,6,0.096,0.091
Pinus radiata,2,25,0.369,0.454
Pinus radiata,2,23.5,0.452,0.453
Pinus radiata,2,27.5,0.419,0.434
Pinus radiata,2,20.5,0.367,0.373
Pinus radiata,2,28,0.54,0.553
Pinus radiata,2,24,0.396,0.318
Pinus radiata,2,20.5,0.477,0.534
Pinus radiata,2,20.5,0.41,0.415
Pinus radiata,2,26,0.431,0.44
Pinus radiata,2,27,0.384,0.374
Pinus radiata,2,27,0.53,0.529
Pinus radiata,2,26,0.492,0.489
Pinus radiata,2,22,0.506,0.49
Pinus radiata,2,22,0.46,0.45
Pinus radiata,2,12.5,0.255,0.243
Pinus radiata,2,23.5,0.455,0.442
Pinus radiata,2,28.5,0.478,0.511
Pinus radiata,2,30,0.585,0.612
Pinus radiata,2,31.5,0.465,0.481
Pinus radiata,2,29,0.581,0.615
Pinus radiata,2,27,0.352,0.348
Pinus radiata,2,26,0.463,0.446
Pinus radiata,2,26,0.519,0.506
Pinus radiata,2,25,0.544,0.533
Pinus radiata,2,26.5,0.496,0.462
Pinus radiata,2,26.5,0.454,0.434
Pinus radiata,2,23,0.446,0.457
Quercus faginea,5,12.5,0.389,0.524
Quercus faginea,2,14,0.355,0.377
Quercus faginea,4,12,0.383,0.405
Quercus faginea,4,15.5,0.567,0.585
Quercus faginea,2,16,0.355,0.378
Quercus faginea,4,14,0.524,0.518
Quercus faginea,2,16,0.55,0.501
Quercus faginea,5,5,0.254,0.261
Quercus faginea,4,11,0.265,0.23
Quercus faginea,2,15,0.277,0.3
Prunus spp.,2,7.5,0.128,0.141
Quercus faginea,2,15,0.251,0.354
Quercus faginea,2,12,0.232,0.235
Quercus faginea,5,9.5,0.13,0.152
Quercus faginea,5,7.5,0.129,0.14
Quercus faginea,2,17,0.244,0.225
Quercus faginea,2,15.5,0.235,0.245
Quercus faginea,5,11,0.298,0.296
Quercus faginea,4,13,0.308,0.296
Quercus faginea,5,9.5,0.377,0.349
Quercus faginea,2,15,0.433,0.425
Quercus faginea,4,13,0.43,0.456
Quercus faginea,5,6,0.125,0.155
Quercus faginea,5,6.5,0.11,0.111
Quercus faginea,5,5,0.108,0.113
Pinus sylvestris,2,14.5,0.334,0.318
Quercus faginea,5,5.5,0.085,0.072
Pinus sylvestris,2,8.5,0.17,0.176
Pinus sylvestris,5,5,0.171,0.177
Pinus sylvestris,2,8,0.213,0.226
Pinus sylvestris,2,11,0.262,0.257
Pinus sylvestris,2,11.5,0.262,0.257
Quercus faginea,5,4,0.123,0.114
Quercus faginea,5,3.5,0.074,0.082
Pinus sylvestris,2,11.5,0.453,0.441
Quercus faginea,5,6,0.148,0.156
Quercus faginea,2,11.5,0.296,0.28
Quercus faginea,5,9.5,0.227,0.203
Quercus faginea,5,9,0.177,0.194
Pinus sylvestris,2,12.5,0.288,0.295
Pinus sylvestris,2,11.5,0.286,0.279
Quercus faginea,2,10,0.204,0.208
Quercus faginea,5,8.5,0.147,0.148
Quercus faginea,5,4.5,0.171,0.155
Quercus faginea,5,6,0.13,0.121
Quercus faginea,5,4.5,0.135,0.132
Quercus faginea,4,7.5,0.177,0.179
Quercus faginea,5,6,0.134,0.138
Quercus faginea,5,3.5,0.139,0.137
Quercus faginea,4,5.5,0.136,0.125
Quercus faginea,5,4.5,0.122,0.132
Quercus faginea,5,5.5,0.127,0.128
Quercus faginea,5,5.5,0.133,0.131
Quercus faginea,5,5.5,0.148,0.15
Quercus faginea,5,7.5,0.126,0.153
Pinus sylvestris,2,19.5,0.398,0.383
Pinus sylvestris,2,16,0.394,0.391
Quercus faginea,2,11.5,0.142,0.138
Pinus sylvestris,2,20.5,0.43,0.426
Pinus sylvestris,2,15,0.453,0.459
Pinus sylvestris,2,19.5,0.45,0.486
Pinus sylvestris,2,15.5,0.396,0.416
Pinus sylvestris,2,16,0.513,0.489
Pinus sylvestris,2,16.5,0.33,0.325
Pinus sylvestris,2,16.5,0.386,0.357
Pinus sylvestris,2,17,0.371,0.376
Pinus sylvestris,2,17,0.364,0.345
Pinus sylvestris,2,12.5,0.333,0.356
Pinus sylvestris,2,16,0.392,0.391
Pinus sylvestris,2,12,0.301,0.302
Pinus sylvestris,2,11.5,0.303,0.28
Pinus sylvestris,2,17.5,0.451,0.457
Pinus radiata,2,28.5,0.528,0.49
Pinus radiata,2,12,0.276,0.263
Pinus radiata,2,26.5,0.553,0.55
Pinus radiata,2,25,0.398,0.434
Pinus radiata,2,23.5,0.279,0.299
Pinus radiata,2,19,0.303,0.297
Pinus radiata,2,26,0.381,0.39
Pinus radiata,2,16,0.239,0.295
Pinus radiata,2,18.5,0.279,0.274
Pinus radiata,2,17,0.28,0.288
Pinus radiata,2,20.5,0.305,0.305
Pinus radiata,2,9,0.172,0.162
Pinus radiata,2,9.5,0.237,0.236
Pinus radiata,2,19,0.29,0.298
Pinus radiata,2,27,0.433,0.458
Pinus radiata,2,36,0.51,0.544
Pinus radiata,2,35,0.437,0.477
Pinus radiata,2,27,0.495,0.521
Pinus radiata,2,29,0.429,0.426
Pinus radiata,2,20,0.311,0.336
Pinus radiata,2,23,0.322,0.324
Pinus radiata,2,14,0.464,0.474
Pinus radiata,2,32,0.541,0.537
Pinus radiata,2,25.5,0.406,0.395
Pinus radiata,2,29,0.44,0.465
Quercus robur,2,21,0.443,0.479
Quercus robur,2,17,0.235,0.219
Quercus robur,2,17.5,0.309,0.354
Quercus robur,2,25,0.473,0.458
Quercus robur,2,13,0.136,0.146
Quercus robur,2,19,0.238,0.24
Quercus robur,2,13.5,0.17,0.19
Quercus robur,2,18.5,0.43,0.436
Quercus robur,2,16.5,0.212,0.215
Quercus robur,2,14.5,0.199,0.187
Quercus robur,2,6.5,0.133,0.153
Quercus robur,2,15,0.223,0.23
Quercus robur,2,18.5,0.285,0.286
Quercus robur,2,15.5,0.22,0.214
Quercus robur,2,13.5,0.158,0.141
Quercus robur,2,16,0.36,0.357
Quercus robur,2,8.5,0.112,0.11
Pinus radiata,2,29.5,0.372,0.391
Pinus radiata,2,29.5,0.38,0.382
Pinus radiata,2,29,0.34,0.339
Pinus radiata,2,29,0.326,0.318
Pinus radiata,2,30,0.447,0.466
Pinus radiata,2,20,0.312,0.314
Pinus radiata,2,30,0.375,0.385
Pinus radiata,2,29,0.317,0.314
Pinus radiata,2,25.5,0.436,0.447
Pinus radiata,2,26,0.37,0.368
Pinus radiata,2,26,0.341,0.32
Pinus radiata,2,25.5,0.39,0.405
Pinus radiata,2,12.5,0.33,0.349
Pinus radiata,2,22,0.344,0.329
Pinus radiata,2,25,0.438,0.371
Pinus radiata,2,21.5,0.247,0.244
Pinus radiata,2,27.5,0.443,0.438
Pinus radiata,2,21.5,0.249,0.251
Pinus radiata,2,24.5,0.343,0.35
Pinus radiata,2,25,0.351,0.324
Pinus radiata,2,27,0.434,0.426
Pinus radiata,2,29,0.41,0.39
Pinus radiata,2,29,0.338,0.367
Pinus radiata,2,30,0.404,0.433
Pinus radiata,2,29.5,0.417,0.407
Pinus radiata,2,31,0.465,0.49
Pinus radiata,2,25,0.275,0.292
Pinus radiata,2,31.5,0.47,0.445
Pinus radiata,2,15.5,0.224,0.231
Pinus radiata,2,30,0.359,0.33
Pinus radiata,2,13.5,0.317,0.313
Pinus radiata,2,29.5,0.396,0.395
Quercus pyrenaica,2,10,0.159,0.132
Pinus sylvestris,2,12,0.437,0.472
Pinus sylvestris,2,13,0.324,0.326
Pinus sylvestris,2,11.5,0.278,0.284
Pinus sylvestris,2,9.5,0.319,0.304
Quercus pyrenaica,5,7,0.17,0.152
Pinus sylvestris,2,12,0.527,0.52
Quercus pyrenaica,5,6.5,0.113,0.104
Quercus faginea,5,6.5,0.141,0.138
Quercus pyrenaica,4,6,0.164,0.165
Quercus faginea,4,9,0.252,0.227
Quercus pyrenaica,4,9.5,0.22,0.215
Quercus faginea,4,7.5,0.166,0.165
Quercus pyrenaica,2,11,0.377,0.375
Quercus pyrenaica,5,5.5,0.105,0.112
Quercus pyrenaica,4,8.5,0.198,0.171
Quercus pyrenaica,4,10,0.482,0.387
Quercus pyrenaica,2,13,0.268,0.266
Pinus sylvestris,2,12.5,0.34,0.338
Pinus sylvestris,2,11,0.25,0.238
Quercus pyrenaica,5,4.5,0.072,0.079
Pinus sylvestris,2,11.5,0.268,0.275
Quercus pyrenaica,3,5.5,0.081,0.081
Quercus pyrenaica,2,9.5,0.167,0.165
Pinus sylvestris,2,13.5,0.514,0.516
Quercus pyrenaica,5,6,0.082,0.09
Pinus sylvestris,2,12.5,0.263,0.291
Pinus sylvestris,2,13.5,0.324,0.325
Pinus sylvestris,2,13,0.3,0.329
Pinus sylvestris,2,14,0.335,0.366
Pinus sylvestris,2,12,0.351,0.334
Pinus sylvestris,2,14,0.349,0.32
Pinus sylvestris,2,14.5,0.39,0.376
Pinus sylvestris,2,14.5,0.376,0.364
Pinus sylvestris,2,13.5,0.369,0.337
Pinus sylvestris,2,12.5,0.286,0.293
Pinus sylvestris,2,16,0.322,0.3
Pinus sylvestris,2,16,0.336,0.349
Pinus sylvestris,2,15,0.294,0.314
Pinus sylvestris,2,16,0.364,0.366
Pinus sylvestris,2,15,0.305,0.307
Pinus sylvestris,2,16,0.332,0.312
Pinus sylvestris,2,14.5,0.299,0.286
Pinus sylvestris,2,18.5,0.344,0.342
Pinus sylvestris,2,12,0.286,0.279
Pinus sylvestris,2,15.5,0.368,0.348
Pinus sylvestris,2,13,0.312,0.305
Pinus sylvestris,2,13,0.267,0.321
Pinus sylvestris,2,11,0.277,0.28
Pinus sylvestris,2,12.5,0.23,0.234
Pinus sylvestris,2,13.5,0.365,0.382
Pinus sylvestris,2,13.5,0.358,0.342
Pinus sylvestris,2,10,0.23,0.226
Pinus sylvestris,2,11,0.257,0.262
Pinus sylvestris,2,9.5,0.333,0.323
Pinus sylvestris,2,13,0.282,0.285
Pinus sylvestris,2,13.5,0.26,0.272
Pinus sylvestris,2,12.5,0.306,0.289
Pinus sylvestris,2,12.5,0.238,0.243
Pinus sylvestris,2,12,0.237,0.226
Pinus sylvestris,2,9,0.148,0.146
Pinus sylvestris,2,12.5,0.221,0.239
Pinus sylvestris,2,13.5,0.223,0.25
Pinus sylvestris,2,12.5,0.19,0.19
Pinus sylvestris,2,10,0.14,0.15
Pinus sylvestris,2,14,0.211,0.224
Pinus sylvestris,2,13,0.218,0.237
Pinus sylvestris,2,13,0.23,0.236
Quercus faginea,2,7.5,0.121,0.133
Pinus sylvestris,2,13.5,0.246,0.253
Pinus sylvestris,2,10.5,0.166,0.176
Pinus sylvestris,2,15,0.336,0.346
Pinus sylvestris,2,12.5,0.27,0.269
Pinus sylvestris,2,15,0.263,0.262
Pinus sylvestris,2,13.5,0.27,0.257
Pinus sylvestris,2,16,0.341,0.317
Pinus sylvestris,2,12,0.237,0.23
Pinus sylvestris,2,15,0.347,0.347
Pinus sylvestris,2,14,0.374,0.368
Pinus sylvestris,2,14.5,0.253,0.258
Pinus sylvestris,2,13,0.287,0.25
Pinus sylvestris,2,11,0.23,0.228
Pinus sylvestris,2,11,0.234,0.227
Pinus sylvestris,2,13,0.237,0.239
Pinus sylvestris,2,15,0.392,0.399
Pinus sylvestris,2,13.5,0.251,0.282
Pinus sylvestris,2,10.5,0.133,0.152
Pinus sylvestris,2,11,0.219,0.235
Pinus sylvestris,2,15,0.339,0.356
Pinus sylvestris,2,9.5,0.11,0.115
Quercus faginea,2,12,0.141,0.13
Pinus radiata,2,15.5,0.275,0.272
Pinus radiata,2,12.5,0.242,0.243
Pinus radiata,2,17.5,0.337,0.336
Pinus radiata,2,18,0.269,0.256
Pinus radiata,2,15,0.294,0.292
Pinus radiata,2,16.5,0.281,0.315
Pinus radiata,2,16.5,0.285,0.278
Pinus radiata,2,13,0.166,0.148
Pinus radiata,3,10,0.137,0.128
Pinus radiata,2,11.5,0.275,0.269
Pinus radiata,2,14,0.237,0.204
Pinus radiata,2,10.5,0.229,0.222
Pinus radiata,5,7.5,0.128,0.133
Quercus pyrenaica,5,4,0.13,0.12
Pinus radiata,1,34.5,0.592,0.57
Pinus radiata,2,36.5,0.495,0.49
Pinus radiata,2,36,0.55,0.524
Pinus radiata,2,36,0.515,0.557
Pinus radiata,2,35.5,0.546,0.517
Pinus radiata,2,33,0.52,0.524
Pinus radiata,2,29,0.505,0.469
Pinus radiata,2,29,0.408,0.499
Pinus radiata,2,32.5,0.543,0.556
Pinus radiata,2,33.5,0.51,0.498
Pinus radiata,2,19,0.506,0.55
Pinus radiata,5,6,0.23,0.17
Pinus radiata,2,32,0.544,0.532
Pinus radiata,2,20.5,0.44,0.445
Pinus radiata,2,29,0.426,0.43
Pinus radiata,2,36,0.493,0.458
Pinus radiata,1,32,0.466,0.444
Pinus radiata,2,32.5,0.554,0.565
Pinus radiata,2,29,0.522,0.5
Pinus radiata,2,17,0.316,0.275
Pinus radiata,2,23.5,0.314,0.287
Pinus radiata,2,24.5,0.379,0.342
Pinus radiata,2,20,0.3,0.281
Pinus radiata,2,22.5,0.408,0.39
Pinus radiata,2,14,0.179,0.174
Pinus radiata,2,27,0.453,0.453
Pinus radiata,2,27,0.377,0.35
Pinus radiata,2,15.5,0.281,0.284
Pinus radiata,2,27,0.49,0.514
Pinus radiata,2,25.5,0.313,0.37
Pinus radiata,2,18,0.344,0.368
Quercus robur,2,9.5,0.127,0.14
Pinus radiata,2,18,0.25,0.246
Pinus radiata,2,28,0.381,0.369
Pinus radiata,2,28.5,0.448,0.446
Pinus radiata,2,32.5,0.453,0.448
Pinus radiata,2,28.5,0.455,0.438
Pinus radiata,1,28,0.463,0.483
Pinus radiata,2,27.5,0.401,0.396
Pinus radiata,2,30,0.428,0.438
Pinus radiata,2,31,0.488,0.501
Pinus radiata,1,33,0.569,0.535
Pinus radiata,2,10.5,0.138,0.127
Quercus robur,5,9,0.157,0.18
Quercus robur,4,9,0.209,0.212
Quercus robur,5,5.5,0.151,0.139
Pinus radiata,2,15,0.224,0.231
Pinus radiata,2,17.5,0.299,0.288
Pinus radiata,2,16,0.188,0.191
Pinus radiata,2,16,0.258,0.249
Pinus radiata,2,6.5,0.227,0.206
Pinus radiata,2,16,0.201,0.189
Pinus radiata,2,21.5,0.369,0.356
Pinus radiata,2,19.5,0.231,0.251
Pinus radiata,2,20.5,0.269,0.262
Pinus radiata,2,21.5,0.402,0.402
Pinus radiata,2,20,0.281,0.274
Pinus radiata,2,19.5,0.325,0.32
Pinus radiata,2,19.5,0.265,0.263
Pinus radiata,2,15,0.196,0.198
Pinus radiata,2,12,0.271,0.274
Pinus radiata,2,18.5,0.271,0.273
Pinus radiata,2,19,0.266,0.259
Pinus radiata,2,20,0.284,0.277
Pinus radiata,2,21,0.286,0.279
Pinus radiata,2,18,0.261,0.251
Pinus radiata,2,19,0.288,0.289
Pinus radiata,2,19.5,0.228,0.234
Pinus radiata,2,19.5,0.262,0.264
Pinus radiata,2,18,0.266,0.269
Pinus radiata,2,22.5,0.271,0.268
Pinus radiata,2,17.5,0.253,0.254
Pinus radiata,2,18,0.239,0.235
Pinus radiata,2,16.5,0.185,0.183
Pinus radiata,2,15,0.197,0.197
Pinus radiata,2,17,0.221,0.218
Pinus radiata,2,18,0.232,0.23
Pinus radiata,2,21,0.254,0.257
Pinus radiata,2,11.5,0.202,0.19
Pinus radiata,2,16,0.228,0.218
Pinus radiata,2,17,0.225,0.232
Pinus radiata,2,13,0.171,0.178
Pinus radiata,2,16.5,0.23,0.228
Pinus radiata,2,25,0.427,0.446
Pinus radiata,2,21.5,0.292,0.305
Pinus radiata,2,16.5,0.254,0.267
Pinus radiata,2,12.5,0.166,0.171
Pinus radiata,2,10.5,0.171,0.175
Pinus radiata,2,18.5,0.273,0.263
Fagus sylvatica,2,13.5,0.767,0.767
Fagus sylvatica,2,14.5,0.697,0.697
Quercus faginea,2,9.5,0.136,0.138
Quercus faginea,2,12,0.311,0.272
Quercus faginea,4,11.5,0.276,0.249
Quercus faginea,2,11,0.291,0.252
Quercus faginea,2,11.5,0.176,0.192
Quercus faginea,4,10.5,0.279,0.25
Quercus faginea,2,10.5,0.261,0.286
Quercus faginea,5,5,0.133,0.151
Quercus faginea,5,5,0.1,0.115
Quercus faginea,5,5.5,0.134,0.116
Pinus sylvestris,2,10,0.404,0.394
Quercus faginea,2,10.5,0.268,0.271
Quercus faginea,4,8,0.256,0.25
Quercus faginea,2,8,0.132,0.12
Quercus faginea,2,14.5,0.244,0.233
Quercus faginea,2,9,0.144,0.14
Quercus pyrenaica,4,7.5,0.364,0.383
Pinus sylvestris,2,11.5,0.455,0.501
Quercus faginea,2,11,0.284,0.266
Quercus faginea,5,9.5,0.15,0.16
Quercus faginea,5,9.5,0.181,0.199
Quercus faginea,2,13,0.231,0.233
Quercus faginea,5,10,0.135,0.129
Quercus faginea,5,12,0.195,0.186
Quercus faginea,5,5.5,0.073,0.082
Quercus faginea,5,6.5,0.147,0.129
Quercus faginea,5,5.5,0.085,0.084
Quercus faginea,5,10,0.186,0.19
Quercus faginea,5,9.5,0.14,0.146
Quercus faginea,5,7,0.152,0.149
Quercus faginea,5,6.5,0.129,0.117
Quercus faginea,5,5.5,0.111,0.09
Quercus faginea,5,6,0.144,0.129
Pinus radiata,2,29,0.43,0.452
Pinus radiata,2,34.5,0.532,0.635
Pinus radiata,2,35,0.534,0.524
Pinus radiata,2,33.5,0.467,0.481
Pinus radiata,2,40,0.541,0.573
Pinus radiata,2,34,0.454,0.473
Pinus radiata,2,35,0.442,0.428
Pinus radiata,2,39,0.526,0.509
Pinus radiata,2,34,0.528,0.495
Pinus radiata,2,32,0.537,0.546
Pinus radiata,2,26,0.493,0.44
Pinus radiata,2,36.5,0.487,0.436
Pinus radiata,2,35.5,0.548,0.535
Pinus radiata,2,36,0.64,0.65
Pinus radiata,2,34,0.533,0.559
Pinus radiata,5,8,0.141,0.145
Pinus radiata,2,36.5,0.558,0.58
Pinus radiata,2,37,0.467,0.47
Pinus radiata,2,32,0.49,0.528
Pinus radiata,2,29.5,0.444,0.461
Pinus radiata,2,30,0.524,0.506
Pinus radiata,2,36.5,0.61,0.595
Pinus radiata,2,29,0.441,0.455
Pinus radiata,2,18,0.407,0.378
Pinus radiata,2,36.5,0.452,0.449
Pinus radiata,2,30,0.439,0.4
Pinus radiata,2,34,0.546,0.528
Pinus radiata,2,32,0.57,0.552
Pinus radiata,2,33.5,0.513,0.463
Pinus radiata,2,33,0.417,0.403
Pinus radiata,2,33.5,0.422,0.398
Pinus radiata,1,34.5,0.516,0.46
Pinus radiata,2,36,0.5,0.43
Pinus radiata,2,24.5,0.332,0.347
Pinus radiata,2,31.5,0.47,0.452
Pinus radiata,2,39,0.554,0.523
Pinus radiata,2,37.5,0.544,0.543
Pinus radiata,2,28.5,0.42,0.443
Pinus radiata,3,5.5,0.122,0.135
Pinus radiata,3,5.5,0.093,0.089
Pinus radiata,2,12.5,0.232,0.222
Pinus radiata,3,4.5,0.13,0.11
Pinus radiata,2,10.5,0.169,0.175
Pinus radiata,2,10.5,0.172,0.177
Pinus radiata,2,7,0.177,0.147
Pinus radiata,2,8.5,0.16,0.153
Pinus radiata,2,7,0.125,0.127
Pinus radiata,3,5.5,0.086,0.094
Pinus radiata,2,18.5,0.357,0.36
Pinus radiata,2,23,0.473,0.495
Pinus radiata,2,19,0.378,0.382
Pinus radiata,2,22,0.392,0.394
Pinus radiata,2,19,0.333,0.343
Pinus radiata,2,20,0.343,0.376
Pinus radiata,2,18.5,0.299,0.281
Pinus radiata,2,20.5,0.317,0.298
Pinus radiata,2,17,0.335,0.32
Pinus radiata,2,17.5,0.308,0.284
Pinus radiata,2,19,0.311,0.258
Pinus radiata,2,16.5,0.311,0.3
Pinus radiata,2,25.5,0.335,0.332
Pinus radiata,2,20,0.333,0.335
Pinus radiata,2,17.5,0.32,0.336
Pinus radiata,2,20,0.29,0.302
Pinus radiata,2,15.5,0.263,0.287
Pinus radiata,2,20,0.338,0.367
Pinus radiata,2,17.5,0.31,0.327
Pinus radiata,2,23.5,0.423,0.445
Pinus radiata,2,16.5,0.28,0.288
Pinus radiata,2,22.5,0.356,0.38
Pinus radiata,2,21.5,0.319,0.315
Pinus radiata,2,16.5,0.278,0.274
Pinus radiata,2,19.5,0.315,0.291
Pinus radiata,2,19,0.332,0.311
Pinus radiata,2,17,0.338,0.312
Quercus pyrenaica,2,19.5,0.381,0.343
Quercus pyrenaica,2,17.5,0.305,0.351
Quercus pyrenaica,2,17.5,0.289,0.308
Quercus pyrenaica,2,14,0.27,0.259
